ID,EnterpriseID,TransDate,Basket ID,Trans Type,Unit Quantity,Net Sale Amount,Gross Sale Amount,Net Sales Amount with TAX,Discounted,Unit Cost,Description,Category,Sub Category,Brand,Season,Size,Cashier,CustomerID,LineNum
1,GRMT,2/5/2063,A12037080527,Sale,2,1.58,1.58,1.58,TRUE,0.7438,MUSHROOMS STEM,GROCERY,,UNGER'S,Holiday,8 OZ,ELSA A,1111111111,6
1,GRMT,2/6/2064,A12037080527,Sale,2,43.98,43.98,45.49,TRUE,13.75,CS CASE JETFOIL,GROCERY,,JET FOIL,,100 CT,ELSA A,1111111111,7
1,GRMT,2/6/2065,8.12E+11,Sale,2,3,3,3,TRUE,1.4063,SNAPPLE DIET P,GROCERY,,SNAPPLE,,64 OZ,YURY,1111111111,1
1,GRMT,2/7/2066,8.12E+11,Sale,1,5.79,5.79,5.79,TRUE,5.25,PEANUT BUTTER,GROCERY,,MEHADRIN,,6 CT,YURY,1111111111,2
1,GRMT,2/8/2067,8.12E+11,Sale,1,2.49,2.49,2.49,TRUE,2.4583,GARLIC STIR FR,GROCERY,,MIKEE,,20 OZ,YURY,1111111111,3
1,GRMT,2/9/2068,8.12E+11,Sale,1,3.59,3.59,3.59,TRUE,4.1,CHOCOLE,GROCERY,,K SELECT,,16OZ,YURY,1111111111,4
1,GRMT,2/9/2069,G12037081114,Sale,0,0,0,0,,1.95,COMMAND MEDIUM HOOKS,GROCERY,,COMMAND,,2 CT,BD,1111111111,1
1,GRMT,2/10/2070,G12037081114,Sale,0,0,0,0,,0,CANTALOPE US#1,PRODUCE,,PEACOCK,Easter,4050,BD,1111111111,2
1,GRMT,2/11/2071,G12037081114,Return,-1,-3.79,-3.79,-3.79,,2.5833,RTRN MC*CAIN GOLDEN,FROZEN,,MCCAIN,,26 OZ.,BD,1111111111,3
1,GRMT,2/12/2072,G12037081114,Sale,1,1.5,1.5,1.5,TRUE,2.5833,MC*CAIN GOLDEN,FROZEN,,MCCAIN,,26 OZ.,BD,1111111111,4
1,GRMT,2/12/2073,5.12E+11,Sale,2,5.98,5.98,5.98,,1.5,RED CABBAGE,PRODUCE,,KOSHER T.,,,LESLY T,1111111111,1
1,GRMT,2/13/2074,8.12E+11,Sale,50,4,4,4.14,TRUE,0.064,"9"" ROUND PAN",GROCERY,,PANS,,1 CT,YURY,7323636210,1
1,GRMT,2/14/2075,8.12E+11,Sale,1,13.99,13.99,14.47,TRUE,13.75,CS CASE JETFOIL,GROCERY,,JET FOIL,,100 CT,YURY,7323636210,2
1,GRMT,2/15/2076,8.12E+11,Sale,1,1.89,1.89,1.89,,1.64,EGGS EXTRA LAR,DAIRY,,SAUDER'S,Holiday,12 CT,YURY,7323636210,3
1,GRMT,2/15/2077,8.12E+11,Sale,1,1.33,1.33,1.33,TRUE,1.32,CREME YOGURT MOCHA L,DAIRY,,NORMANS,,4.5 OZ,YURY,7323636210,4
1,GRMT,2/16/2078,8.12E+11,Sale,4,17.96,17.96,17.96,TRUE,5.07,FARMER CHEESE,DAIRY,,MEHADRIN,Holiday,16 OZ,YURY,7323636210,5
1,GRMT,2/17/2079,8.12E+11,Sale,1,1.33,1.33,1.33,TRUE,1.32,CREME YOGURT MORELLO,DAIRY,,NORMANS,,4.5 OZ,YURY,7323636210,6
1,GRMT,2/18/2080,8.12E+11,Sale,1,1.69,1.69,1.69,,1.1875,LOW FAT 1 PINT,DAIRY,,PRIDE OF T,,1 QT,YURY,7323636210,7
1,GRMT,2/18/2081,8.12E+11,Sale,0,0,0,0,,4.25,SIMCHA 20 PLAT,GROCERY,,SIMCHA C,Holiday,20 CT,YURY,7323636210,8
1,GRMT,2/19/2082,8.12E+11,Sale,2,5.58,5.58,5.58,TRUE,2.6667,KISHKA,FROZEN,,MEAL MART,,16 OZ,YURY,7323636210,9
1,GRMT,2/20/2083,8.12E+11,Sale,1,8.99,8.99,8.99,,6.9,BODEK ROMAINE,PRODUCE,,BODEK,,24 OZ,YURY,7323636210,10
1,GRMT,2/21/2084,8.12E+11,Sale,2,1.98,1.98,1.98,TRUE,1,CHULENT MIX,GROCERY,,GEFEN,Holiday,16 OZ,YURY,7323636210,11
1,GRMT,2/21/2085,8.12E+11,Sale,1,1.59,1.59,1.64,,1.1031,D/C SLOW COOK,GROCERY,,DINING C.,,10,YURY,7323636210,12
1,GRMT,2/22/2086,8.12E+11,Sale,1,1.5,1.5,1.5,TRUE,1.9583,MC*CAIN FRENCH,FROZEN,,MCCAIN,,26 OZ.,YURY,7323636210,13
1,GRMT,2/23/2087,8.12E+11,Sale,3.02,5.1,5.1,5.1,TRUE,0,HONEY CRISP AP,PRODUCE,,GEE WIZE,,,YURY,7323636210,14
1,GRMT,2/24/2088,8.12E+11,Sale,0,0,0,0,,0,YELLOW BANANAS,PRODUCE,,DOLE,Easter,125,YURY,7323636210,15
1,GRMT,2/24/2089,8.12E+11,Sale,0.42,0.37,0.37,0.37,,0,RED ONIOS,PRODUCE,,FARM FRESH,,25,YURY,7323636210,16
1,GRMT,2/25/2090,8.12E+11,Sale,1,1.33,1.33,1.33,TRUE,1.32,CREME YOGURT STRAWBE,DAIRY,,NORMANS,,4.5 OZ,YURY,7323636210,17
1,GRMT,2/26/2091,5.12E+11,Sale,3,28.47,28.47,28.47,,6.8,MIX AND GO ANTIOXIDA,GROCERY,,KLEINS,,8 CT,LESLY T,7323708242,1
1,GRMT,2/27/2092,5.12E+11,Sale,2,6.38,6.38,6.38,,2.375,MOZZARELLA SHR,DAIRY,,HAOLAM,Holiday,8 OZ.,LESLY T,7323708242,2
1,GRMT,2/27/2093,8.12E+11,Sale,1,2.99,2.99,2.99,,0,WHITE BREAD,ZOMICKS,,ZOMICK'S,,24 OZ,YURY,1111111111,1
1,GRMT,2/28/2094,8.12E+11,Sale,3,7.77,7.77,7.77,,2.1111,VITAMIN D WHOL,DAIRY,,PRIDE OF T,,64 OZ,YURY,1111111111,2
1,GRMT,3/1/2095,8.12E+11,Sale,2,1.5,1.5,1.5,TRUE,0.53,YOGOLITE N/F P,DAIRY,,GIVAT,,5 OZ,YURY,1111111111,3
1,GRMT,3/1/2096,8.12E+11,Sale,2,1.5,1.5,1.5,TRUE,0.53,YOGOLITE N/F S,DAIRY,,GIVAT,,5 OZ,YURY,1111111111,4
1,GRMT,3/2/2097,8.12E+11,Sale,2,1.5,1.5,1.5,TRUE,0.53,YOGOLITE N/F S,DAIRY,,GIVAT,Holiday,5 OZ,YURY,1111111111,5
1,GRMT,3/3/2098,8.12E+11,Sale,2,1.5,1.5,1.5,TRUE,0.53,YOGOLITE N/F B,DAIRY,,GIVAT,,5 OZ,YURY,1111111111,6
1,GRMT,3/4/2099,8.12E+11,Sale,1,2.79,2.79,2.79,,1.6187,APPLE JUICE,GROCERY,,NATURE OWN,Holiday,64 OZ,YURY,1111111111,7
1,GRMT,3/5/2100,5.12E+11,Sale,1.5,0.75,0.75,0.75,,0,KAISER ROLLS,ZOMICKS,,ZOMICK'S,,4 PK,LESLY T,1111111111,1
1,GRMT,3/6/2101,5.12E+11,Sale,2.11,5.25,5.25,5.25,,0,BUFFALO WINGS,MEAT,,SEAS MEAT,,,LESLY T,1111111111,2
1,GRMT,3/7/2102,5.12E+11,Sale,8,2,2,2,,0.18,WISE DIPSY DOO,GROCERY,,WISE,,1 OZ.,LESLY T,1111111111,3
1,GRMT,3/8/2103,5.12E+11,Sale,8,2,2,2,,0.18,ONION RINGS,GROCERY,,WISE,,0.5 OZ,LESLY T,1111111111,4
1,GRMT,3/8/2104,5.12E+11,Sale,1,2.99,2.99,2.99,,2.1475,B.H. OLIVES GR,GROCERY,,BEIT H.,Holiday,19.7 Z,LESLY T,1111111111,5
1,GRMT,3/9/2105,5.12E+11,Sale,2,6.78,6.78,7.01,,2.395,DINNING 400 FO,GROCERY,,DINING C.,,400 CT,LESLY T,1111111111,6
1,GRMT,3/10/2106,8.12E+11,Sale,1,4.79,4.79,4.79,,3.25,WHITE EGGS ORGANIC,DAIRY,,ALDERFER,,8 OZ,YURY,1111111111,1
1,GRMT,3/11/2107,8.12E+11,Sale,2,1.98,1.98,2.05,,0.7488,DART 10 OZ FOA,GROCERY,,DART,,25CT,YURY,1111111111,2
1,GRMT,3/11/2108,8.12E+11,Sale,1.57,2.81,2.81,2.81,,0,BARTLETT PEARS,PRODUCE,,FARM FRESH,,4409,YURY,1111111111,3
1,GRMT,3/12/2109,8.12E+11,Sale,2,4.98,4.98,5.15,TRUE,2.5,CLEAR PLASTIC  PLATE,GROCERY,,SIMCHA C,Holiday,20 CT,YURY,1111111111,1
1,GRMT,3/13/2110,8.12E+11,Sale,1,12.99,12.99,13.44,TRUE,12.78,BOUNTY 2X 15 P,GROCERY,,BOUNTY,,15 PK,YURY,7329173863,1
1,GRMT,3/14/2111,8.12E+11,Sale,4,15.16,15.16,15.16,TRUE,3.8,POMACE OLIVE OIL BOT,GROCERY,,OHR,misc,30 OZ,YURY,7329173863,2
1,GRMT,3/14/2112,8.12E+11,Sale,1,12.79,12.79,12.79,,0,CASHEWS SALTED,GG CANDY,,KLEIN'S,,15 OZ,YURY,7329173863,3
1,GRMT,3/15/2113,8.12E+11,Sale,1,0.99,0.99,1.02,,0.7,OCTOGON FLOATI,GROCERY,,NER M.,misc,50 CT,YURY,7329173863,4
1,GRMT,3/16/2114,A12037082021,Sale,6,50.16,53.94,50.16,,6.9,BODEK ROMAINE,PRODUCE,,BODEK,,24 OZ,ELSA A,7329054558,1
1,GRMT,3/17/2115,A12037082021,Sale,1,3.71,3.99,3.71,,2.7208,SUSHI MAVEN RI,GROCERY,,SUSHI M.,,12 OZ,ELSA A,7329054558,2
1,GRMT,3/17/2116,A12037082021,Sale,1,1.99,1.99,1.99,TRUE,1.8333,WHITE WINE VIN,GROCERY,,KEDEM,Holiday,12.7 Z,ELSA A,7329054558,3
1,GRMT,3/18/2117,A12037082021,Sale,2,10.21,10.98,10.21,,1.8333,BLACK,GROCERY,,LA BONNE,,12.25,ELSA A,7329054558,4
1,GRMT,3/19/2118,A12037082021,Sale,0.59,1.09,1.17,1.09,,0,YELLOW SQUASH,PRODUCE,,SUN SET,,95,ELSA A,7329054558,5
1,GRMT,3/20/2119,A12037082021,Sale,11.44,7.34,7.89,7.34,,4.29,BANANAS,PRODUCE,,FARM FRESH,,4011,ELSA A,7329054558,6
1,GRMT,3/20/2120,A12037082021,Sale,1,6.04,6.49,6.04,,4.6667,ORGANIC APPLE CIDER,GROCERY,,BRAGG,,32 OZ,ELSA A,7329054558,7
1,GRMT,3/21/2121,A12037082021,Sale,1,5.11,5.49,5.11,,3.8333,MAILLE DIJION,GROCERY,,MAILLE,,13.4OZ,ELSA A,7329054558,8
1,GRMT,3/22/2122,A12037082021,Sale,1,7.43,7.99,7.43,,3.8,GALIL CAPERS,GROCERY,,GALIL,,20 OZ,ELSA A,7329054558,9
1,GRMT,3/23/2123,A12037082021,Sale,1,4.64,4.99,4.8,,3.5,LATEX P/F MEDI,GROCERY,,COMFITWEAR,,100 CT,ELSA A,7329054558,10
1,GRMT,3/23/2124,A12037082021,Sale,1,4.64,4.99,4.8,,3.8,LATEX P/F LARG,GROCERY,,COMFITWEAR,,100 CT,ELSA A,7329054558,11
1,GRMT,3/24/2125,A12037082021,Sale,2,7.42,7.98,7.42,,0,SLICED PORTOBELLO MU,PRODUCE,PRODUCE/GG,OAKSHIRE,,6OZ,ELSA A,7329054558,12
1,GRMT,3/25/2126,A12037082021,Sale,1,3.71,3.99,3.71,,0,SLICED BABY BELLA,PRODUCE,,GG PRODUCE,,5 OZ,ELSA A,7329054558,13
1,GRMT,3/26/2127,A12037082021,Sale,2,9.28,9.98,9.28,,0,MIN SEEDLESS C,PRODUCE,,PATERSON,,14 OZ,ELSA A,7329054558,14
1,GRMT,3/26/2128,A12037082021,Sale,1,6.31,6.79,6.53,,4.3325,SUNLITE SURGE PROTEC,GROCERY,,SUNLITE,,1 CT,ELSA A,7329054558,15
1,GRMT,3/27/2129,A12037082021,Sale,1,4.83,5.19,4.83,,3.5833,ORGN SHRT BRW,GROCERY,,LUNDBERG,,32 OZ,ELSA A,7329054558,16
